Reference Handle,Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Seven Bends,New Quantity Seven Bends,Stock Alert Enabled Seven Bends,Stock Alert Count Seven Bends,Tax - Sales Tax (6%)
#quercus-prinus-chestnut-oak--2-gallon,ZLRSP3QY4UDE7CZHNONCZGMN,Quercus prinus (Chestnut Oak),,2 Gallon,,Quepri15,,Tree,Tree,,,,,visible,Physical good,,,,,,,,55.00,,N,,,,,,,5,,,,Y
#quercus-prinus-chestnut-oak--3-gallon,2PWNVJNZF3D7NZSFFPCUNN7A,Quercus prinus (Chestnut Oak),,3 Gallon,,Quepri18,,Tree,Tree,,,,,visible,Physical good,,,,,,,,70.00,,N,,,,,,,0,,,,Y
#quercus-prinus-chestnut-oak--5-gallon,7T4U6J5JS7MJGWAFVC72NMFS,Quercus prinus (Chestnut Oak),,5 Gallon,,Quepri21,,Tree,Tree,,,,,visible,Physical good,,,,,,,,85.00,,N,,,,,,,0,,,,Y
#quercus-rubra-northern-red-oak--gallon,V7VAZRPNUT2BGIPGTR4M3N7S,Quercus rubra (Northern Red Oak),,Gallon,,Querub9,"Dark green leaves turn brownish-red in fall. Acorns will feed wildlife once tree is mature enough. Drought tolerant.

Size: Height: 50' - 75' ; Width: 50' -70'
Light: Sun (Full)
Moisture: Dry, Medium, 

-March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

By Famartin - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=59086504, Bruce Kirchoff from Greensboro, NC, USA, CC BY 2.0 , via Wikimedia Commons",Tree,Tree,,,,,visible,Physical good,,,,N,N,N,Y,25.00,,N,,,,,,,0,,,,Y
#quercus-rubra-northern-red-oak--true-gallon,XG6EEOIK2FNZGAF7JQFZ4GVY,Quercus rubra (Northern Red Oak),,True Gallon,,Querub12,,Tree,Tree,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,,,,11,,,,Y
#quercus-rubra-northern-red-oak--2-gallon,DCLEDWKVQ7FBKMKPP7TAGNXY,Quercus rubra (Northern Red Oak),,2 Gallon,,Querub15,,Tree,Tree,,,,,visible,Physical good,,,,,,,,55.00,,N,,,,,,,19,,,,Y
#quercus-rubra-northern-red-oak--3-gallon,HRJ3A32PBDSAB72NOC4HA6BK,Quercus rubra (Northern Red Oak),,3 Gallon,,Querub18,,Tree,Tree,,,,,visible,Physical good,,,,,,,,70.00,,N,,,,,,,7,,,,Y
#quercus-rubra-northern-red-oak--5-gallon,7TVLKXQNG7VAAT4EH5EDSIJX,Quercus rubra (Northern Red Oak),,5 Gallon,,Querub21,,Tree,Tree,,,,,visible,Physical good,,,,,,,,85.00,,N,,,,,,,5,,,,Y
#quercus-velutina-black-oak--gallon,5PPENW75DKUYYWN744LVAG4V,Quercus velutina (Black Oak),,Gallon,,Quevel9,"A medium-sized tree for large yards. Bark is nearly all black on mature trees with deep furrows. Oval acorns feed wildlife.

Size: Height: 50' - 60' ; Width: 50' -60'
Light: Sun (Full)
Moisture: Dry, Medium,

-March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)",Tree,Tree,,,,,hidden,Physical good,,,,N,N,N,Y,25.00,,N,,,,,,,0,,,,Y
#quercus-velutina-black-oak--true-gallon,WKKWETOBCJPOPZNPVPJ4LIXY,Quercus velutina (Black Oak),,True Gallon,,Quevel12,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,30.00,,N,,,,,,,0,,,,Y
#quercus-velutina-black-oak--2-gallon,SDKO4ED7W2P75XBPOZ6LFXVJ,Quercus velutina (Black Oak),,2 Gallon,,Quevel15,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,55.00,,N,,,,,,,0,,,,Y
#quercus-velutina-black-oak--3-gallon,7GOUFWBDCNKXI4FK3TWXBIFN,Quercus velutina (Black Oak),,3 Gallon,,Quevel18,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,70.00,,N,,,,,,,0,,,,Y
#quercus-velutina-black-oak--5-gallon,BY4XWPGSBHADRLDMGSK3M2OO,Quercus velutina (Black Oak),,5 Gallon,,Quevel21,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,85.00,,N,,,,,,,0,,,,Y
#rhexia-virginica-meadow-beauty--4-5-pot,P7IDFAXDAECWXOUCPD3TFB55,Rhexia virginica (Meadow Beauty),,"4.5"" Pot",,Rhevir3,"Water loving perennial that spreads rapidly through tubers.  Taller plants sprawl along the ground while shorter ones stand erect.  Blooms bubblegum pink flowers with striking yellow anthers.  Red seed capsules add winter interest in the garden.

Size: Height: 1' - 2' ; Width: 1' - 2'
Light: Sun (Part-Full)
Moisture: Medium, Moist, 

-

Doug McGrady from Warwick, RI, USA, CC BY 2.0 , via Wikimedia Commons",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,12.00,,N,,N,,N,,,0,,,,Y
#rhexia-virginica-meadow-beauty--gallon,7ZLMP7UAFRRRHAKNETBJVYXQ,Rhexia virginica (Meadow Beauty),,Gallon,,Rhevir9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,17.00,,N,,,,N,,,0,,,,Y
#rhexia-virginica-meadow-beauty--true-gallon,U4DXWVF2FIMEUBFXFQYMTKTM,Rhexia virginica (Meadow Beauty),,True Gallon,,Rhevir12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
#rhododendron-arborescens-sweet-azalea--gallon,A7TV5ELDLHNWGPH4IHZVIOOC,Rhododendron arborescens (Sweet Azalea),,Gallon,,Rhoarb9,"Leaves turn red and purple in the fall. Fragrant, funnel-shaped white flowers bloom in groups of 3-6 early summer with protruding stamen.

Size: Height: 8' - 20' ; Width: 8' -20'
Light: Shade (Part-Full)
Moisture: Medium, 

-

Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons,  Fritzflohrreynolds, CC BY-SA 3.0 , via Wikimedia Commons",Shrub,Shrub,,,,,visible,Physical good,,,,N,N,N,Y,25.00,,N,,N,,N,,,0,,,,Y
#rhododendron-arborescens-sweet-azalea--true-gallon,3CVOM6MHILA64EEHKDZ6AQQ7,Rhododendron arborescens (Sweet Azalea),,True Gallon,,Rhoarb12,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,,1,,,,Y
#rhododendron-arborescens-sweet-azalea--2-gallon,5EVMRPNQNMGYOGYBYFF7M3NP,Rhododendron arborescens (Sweet Azalea),,2 Gallon,,Rhoarb15,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,50.00,,N,,,,N,,,2,,,,Y
#rhododendron-arborescens-sweet-azalea--3-gallon,UEW3UAN36D2JHRMKOUGVOZT6,Rhododendron arborescens (Sweet Azalea),,3 Gallon,,Rhoarb18,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,60.00,,N,,,,N,,,0,,,,Y
#rhododendron-arborescens-sweet-azalea--5-gallon,YRKKE3WC7ZIFU2PRTYCHGXOD,Rhododendron arborescens (Sweet Azalea),,5 Gallon,,Rhoarb21,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,70.00,,N,,,,N,,,0,,,,Y
#rhododendron-maximum-great-laurel--gallon,P527ESHMTFTAGF3BTG3XTL7M,Rhododendron maximum (Great Laurel),,Gallon,,Rhomax9,"Large, late-blooming evergreen shrub. Large leaves are tinged with orange underneath. 2"" rose-purple flowers bloom in early summer.

Size: Height: 5' - 15' ; Width: 5' -12'
Light: Shade (Part-Full)
Moisture: Medium,

-March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

SterlingHerron, CC0, via Wikimedia Commons,  Isoetid, CC0, via Wikimedia Commons",Shrub,Shrub,,,,,hidden,Physical good,,,,N,N,N,Y,25.00,,N,,,,,,,0,,,,Y
#rhododendron-maximum-great-laurel--true-gallon,IQTO7VPOSOGMBLRHLXWXSCL5,Rhododendron maximum (Great Laurel),,True Gallon,,Rhomax12,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,30.00,,N,,,,,,,0,,,,Y
#rhododendron-maximum-great-laurel--2-gallon,DFTXGSQEVPHZIDL3B2WPVP2Q,Rhododendron maximum (Great Laurel),,2 Gallon,,Rhomax15,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,50.00,,N,,,,,,,0,,,,Y
#rhododendron-maximum-great-laurel--3-gallon,J33JZHOZSQKWIWBDM6PIOJ7R,Rhododendron maximum (Great Laurel),,3 Gallon,,Rhomax18,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,60.00,,N,,,,,,,0,,,,Y
#rhododendron-maximum-great-laurel--5-gallon,QQMZEAVNH4QQS4DCCZ26MB7S,Rhododendron maximum (Great Laurel),,5 Gallon,,Rhomax21,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,70.00,,N,,,,,,,0,,,,Y
#rhododendron-periclymenoides-pinxter-azalea--gallon,IHXX4JYQ2ZBZCYMO7QLOANY2,Rhododendron periclymenoides (Pinxter Azalea),,Gallon,,Rhoper9,"Clusters of pink-white flowers bloom in April right before the emergence of foliage. Attracts hummingbirds and butterflies. Avoid wet soils and clays.

Size: Height: 3' - 6' ; Width: 4' -7'
Light: Shade (Part-Full)
Moisture: Medium, 

-March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

Nicholas A. Tonelli from Northeast Pennsylvania, USA, CC BY 2.0 , via Wikimedia Commons",Shrub,Shrub,,,,,hidden,Physical good,,,,N,N,N,Y,25.00,,N,,N,,N,,,0,,,,Y
#rhododendron-periclymenoides-pinxter-azalea--true-gallon,SSHB4OMQT2ZURW2YBVGOQ2XW,Rhododendron periclymenoides (Pinxter Azalea),,True Gallon,,Rhoper12,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,30.00,,N,,,,N,,,0,,,,Y
#rhododendron-periclymenoides-pinxter-azalea--2-gallon,3A3GCOHIGH3EJYSJFKNPCC4Z,Rhododendron periclymenoides (Pinxter Azalea),,2 Gallon,,Rhoper15,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,50.00,,N,,,,N,,,0,,,,Y
#rhododendron-periclymenoides-pinxter-azalea--3-gallon,HR5W7LUBDQDRDDRIJL2SVTFU,Rhododendron periclymenoides (Pinxter Azalea),,3 Gallon,,Rhoper18,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,60.00,,N,,,,N,,,0,,,,Y
#rhododendron-periclymenoides-pinxter-azalea--5-gallon,VYD2A6AR66Y6V66OYHR7TE5I,Rhododendron periclymenoides (Pinxter Azalea),,5 Gallon,,Rhoper21,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,70.00,,N,,,,N,,,0,,,,Y
#rhododendron-prinophyllum-roseshell-azalea--gallon,QBQFQOLR7N3MINIANSHJYZO7,Rhododendron prinophyllum (Roseshell Azalea),,Gallon,,Rhopri9,"Pink flowers bloom early spring, often before foliage. Bright green leaves turn bronze in the fall.

Size: Height: 4' - 8' ; Width: 4' -8'
Light: Shade (Part-Full)
Moisture: Medium, 

-March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

Eric Hunt, CC BY-SA 4.0 , via Wikimedia Commons,  Plant Image Library, CC BY-SA 2.0 , via Wikimedia Commons
Daderot, CC0, via Wikimedia Commons",Shrub,Shrub,,,,,hidden,Physical good,,,,N,N,N,Y,25.00,,N,,,,,,,0,,,,Y
#rhododendron-prinophyllum-roseshell-azalea--true-gallon,DAO7AG5ZCRKCXPU6VYKHBLPO,Rhododendron prinophyllum (Roseshell Azalea),,True Gallon,,Rhopri12,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,30.00,,N,,,,,,,0,,,,Y
#rhododendron-prinophyllum-roseshell-azalea--2-gallon,OY2LC23GGUC3X4NGV2DKDE4P,Rhododendron prinophyllum (Roseshell Azalea),,2 Gallon,,Rhopri15,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,50.00,,N,,,,,,,0,,,,Y
#rhododendron-prinophyllum-roseshell-azalea--3-gallon,6FPYYN6G2HUKK367JOUY2SV5,Rhododendron prinophyllum (Roseshell Azalea),,3 Gallon,,Rhopri18,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,60.00,,N,,,,,,,0,,,,Y
#rhododendron-prinophyllum-roseshell-azalea--5-gallon,SNEGHRI7VVAK53FGTJQURY4T,Rhododendron prinophyllum (Roseshell Azalea),,5 Gallon,,Rhopri21,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,70.00,,N,,,,,,,0,,,,Y
#rhododendron-viscosum-swamp-azalea--gallon,WSJ4VN4SAHKJKVUTTE2QW2IW,Rhododendron viscosum (Swamp Azalea),,Gallon,,Rhovis9,"Found in swamps and bogs, this plant can tolerate periodic drought, although not consistently wet roots. White-to-pink flowers emerge early summer. Leaves turn yellow, orange, purple in fall.

Size: Height: 3' - 5' ; Width: 3' -5'
Light: Shade (Part-Full)
Moisture: Moist, 

-March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

Plant Image Library, CC BY-SA 2.0 , via Wikimedia Commons",Shrub,Shrub,,,,,hidden,Physical good,,,,N,N,N,Y,25.00,,N,,,,,,,0,,,,Y
#rhododendron-viscosum-swamp-azalea--true-gallon,6YYTDPUBJQTZOY3U6F6YATDH,Rhododendron viscosum (Swamp Azalea),,True Gallon,,Rhovis12,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,30.00,,N,,,,,,,0,,,,Y
#rhododendron-viscosum-swamp-azalea--2-gallon,VUIHFEIAKQCDEKSFQRXL5MV2,Rhododendron viscosum (Swamp Azalea),,2 Gallon,,Rhovis15,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,50.00,,N,,,,,,,0,,,,Y
#rhododendron-viscosum-swamp-azalea--3-gallon,RQIKM6Y3DQOP7QF7S3EC7Y7E,Rhododendron viscosum (Swamp Azalea),,3 Gallon,,Rhovis18,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,60.00,,N,,,,,,,0,,,,Y
#rhododendron-viscosum-swamp-azalea--5-gallon,Z72HPTEMD37B7K2IYDUZ64YL,Rhododendron viscosum (Swamp Azalea),,5 Gallon,,Rhovis21,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,70.00,,N,,,,,,,0,,,,Y
#rhus-aromatica-fragrant-sumac--gallon,IM4JAB76BZ5MOUSEFGZBZVKF,Rhus aromatica (Fragrant Sumac),,Gallon,,Rhuaro9,"This reaching shrub can spread through root suckers. It's leaves are aromatic when crushed and turn color in the fall. Small, red fruits on female shrubs are edible by wildlife. Tolerates clay, poor soils.

Size: Height: 2' - 6' ; Width: 6' -10'
Light: Sun (Part-Full)
Moisture: Very Dry, Dry, 

-March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

Salicyna, CC BY-SA 4.0 , via Wikimedia Commons, Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons
Bruce Marlin, CC BY-SA 3.0 , via Wikimedia Commons",Shrub,Shrub,,,,,visible,Physical good,,,,N,N,N,Y,22.00,,N,,N,,N,,,0,,,,Y
#rhus-aromatica-fragrant-sumac--true-gallon,6GRP5CKFLJC5RE52MWLWPEJ3,Rhus aromatica (Fragrant Sumac),,True Gallon,,Rhuaro12,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,N,,,1,,,,Y
#rhus-aromatica-fragrant-sumac--2-gallon,6SK5NW7Y36WF57KAW5A2TLE5,Rhus aromatica (Fragrant Sumac),,2 Gallon,,Rhuaro15,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,37.00,,N,,,,N,,,3,,,,Y
#rhus-aromatica-fragrant-sumac--3-gallon,NGZB76C74TOQ6ZDYTU64NRHS,Rhus aromatica (Fragrant Sumac),,3 Gallon,,Rhuaro18,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,50.00,,N,,,,N,,,0,,,,Y
#rhus-aromatica-fragrant-sumac--5-gallon,XOCZGR4BPRHGMYAJINNUKBEY,Rhus aromatica (Fragrant Sumac),,5 Gallon,,Rhuaro21,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,60.00,,N,,,,N,,,0,,,,Y
#rhus-typhina-staghorn-sumac--gallon,DMGFSJVQBT5RTHVD2WO76IE4,Rhus typhina (Staghorn Sumac),,Gallon,,Rhutyp9,"Reddish hairs cover young branches like the velvet of stag horns on deer. Tooth-leaved branches turn yellow/orange/red in autumn. Green-yellow flowers in early summer. Pyramidal red fruits ripen in autumn and persist through winter. Drought Tolerant.

Size: Height: 15' - 25' ; Width: 20' -30'
Light: Sun (Part-Full)
Moisture: Very Dry, Dry, 

-March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

Herman, D.E., et al. 1996. North Dakota tree handbook. USDA NRCS ND State Soil Conservation Committee; NDSU Extension and Western Area Power Administration, Bismarck. Courtesy of ND State Soil Conservation Committee. Provided by USDA NRCS ND State Office. United States, ND. [Public domain], Tom Pollard, CC BY 4.0 , via Wikimedia Commons",Shrub,Shrub,,,,,visible,Physical good,,,,N,N,N,Y,22.00,,N,,,,,,,0,,,,Y
#rhus-typhina-staghorn-sumac--true-gallon,623JP7KA3FAYKYAWMTQ3TGQV,Rhus typhina (Staghorn Sumac),,True Gallon,,Rhutyp12,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,,,,5,,,,Y
#rhus-typhina-staghorn-sumac--2-gallon,B22ANCKAJIPJU3AUCRKGKGNO,Rhus typhina (Staghorn Sumac),,2 Gallon,,Rhutyp15,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,37.00,,N,,,,,,,9,,,,Y
#rhus-typhina-staghorn-sumac--3-gallon,YWPKWOIQIRDXHSF7RVEGPM2C,Rhus typhina (Staghorn Sumac),,3 Gallon,,Rhutyp18,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,50.00,,N,,,,,,,0,,,,Y
#rhus-typhina-staghorn-sumac--5-gallon,MCGLYQ7KTOVBNWOZOOXWFKPM,Rhus typhina (Staghorn Sumac),,5 Gallon,,Rhutyp21,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,60.00,,N,,,,,,,0,,,,Y
#robinia-hispida-bristly-locust--gallon,IE4WYGJ6UWP6OJODQ3CAHTFA,Robinia hispida (Bristly Locust),,Gallon,,Robhis9,"Rose to pale purple flowers appear in May, followed by bristly, purple seed pods. Plant is stiffly hair. Tolerates dry, poor soils and Deer. Aggressive spreader.

Size: Height: 2' - 10' ; Width: 5' -15'
Light: Sun (Full)
Moisture: Dry, Medium, 

-

Ivana Kruljevi?, CC BY 4.0 , via Wikimedia Commons",Shrub,Shrub,,,,,hidden,Physical good,,,,N,N,N,Y,22.00,,N,,,,,,,0,,,,Y
#robinia-hispida-bristly-locust--true-gallon,PCRDXTKYDGI6KL5SZX2YBWRH,Robinia hispida (Bristly Locust),,True Gallon,,Robhis12,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,25.00,,N,,,,,,,0,,,,Y
#robinia-hispida-bristly-locust--2-gallon,5H6XU36HCZCCHI5FZEJU5A43,Robinia hispida (Bristly Locust),,2 Gallon,,Robhis15,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,37.00,,N,,,,,,,0,,,,Y
#robinia-hispida-bristly-locust--3-gallon,SP3KNEG2VHOEDI5X2QE2J2BT,Robinia hispida (Bristly Locust),,3 Gallon,,Robhis18,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,50.00,,N,,,,,,,0,,,,Y
#robinia-hispida-bristly-locust--5-gallon,3OIU2AHQTRLTNCT7VROHDTBR,Robinia hispida (Bristly Locust),,5 Gallon,,Robhis21,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,60.00,,N,,,,,,,0,,,,Y
#rosa-carolina-pasture-rose--gallon,PF3TOCWSWYDEQDA767TIUVDK,Rosa carolina (Pasture Rose),,Gallon,,Roscar9,"Can spread to form colonies. Single, pink flowers bloom in may with red hips in the late summer. Attracts birds and butterflies

Size: Height: 3' - 6' ; Width: 5' -10'
Light: Sun (Full)
Moisture: Dry, Medium, 

-

Salicyna, CC BY-SA 4.0 , via Wikimedia Commons",Shrub,Shrub,,,,,visible,Physical good,,,,N,N,N,Y,22.00,,N,,N,,N,,,0,,,,Y
#rosa-carolina-pasture-rose--true-gallon,XYR4E26FNV5H2I6R7KM67NHT,Rosa carolina (Pasture Rose),,True Gallon,,Roscar12,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,N,,,2,,,,Y
#rosa-carolina-pasture-rose--2-gallon,EIBBGKCEEZQXKNABUW5VMMFT,Rosa carolina (Pasture Rose),,2 Gallon,,Roscar15,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,37.00,,N,,,,N,,,1,,,,Y
#rosa-carolina-pasture-rose--3-gallon,VOFVYOB7IROPGEEMOHQGTNYA,Rosa carolina (Pasture Rose),,3 Gallon,,Roscar18,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,50.00,,N,,,,N,,,0,,,,Y
#rosa-carolina-pasture-rose--5-gallon,BBAGVLHYIQB6JXEIAMBXOT3T,Rosa carolina (Pasture Rose),,5 Gallon,,Roscar21,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,60.00,,N,,,,N,,,0,,,,Y
#rosa-palustris-swamp-rose--gallon,H5KKIF34Z5NADV4HQ5AVFJ2Y,Rosa palustris (Swamp Rose),,Gallon,,Rospal9,"Pink blooms in the summer characterize this swamp plant, making it an excellent choice for wet, sunny conditions. Tolerates seasonal flooding.

Size: Height: 3' - 6' ; Width: 3' -6'
Light: Sun (Full)
Moisture: Moist, Standing Water,

-

Fritz Flohr Reynolds, CC BY-SA 2.0 , via Wikimedia Commons, mmmavocado, CC BY 2.0 , via Wikimedia Commons
I, SB Johnny, CC BY-SA 3.0 , via Wikimedia Commons",Shrub,Shrub,,,,,visible,Physical good,,,,N,N,N,Y,22.00,,N,,,,,,,0,,,,Y
#rosa-palustris-swamp-rose--true-gallon,P554LWATCONIUKEVNGCGOJ7K,Rosa palustris (Swamp Rose),,True Gallon,,Rospal12,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,,,,0,,,,Y
#rosa-palustris-swamp-rose--2-gallon,7UIOLA3FHVPVCH5HAYWTLKRU,Rosa palustris (Swamp Rose),,2 Gallon,,Rospal15,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,37.00,,N,,,,,,,0,,,,Y
#rosa-palustris-swamp-rose--3-gallon,K7MN4QS62HOUN7ZJ6B5I77PT,Rosa palustris (Swamp Rose),,3 Gallon,,Rospal18,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,50.00,,N,,,,,,,0,,,,Y
#rosa-palustris-swamp-rose--5-gallon,QT72IKV54UYB2FOUSUXHQFHT,Rosa palustris (Swamp Rose),,5 Gallon,,Rospal21,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,60.00,,N,,,,,,,3,,,,Y
#rubus-odoratus-purple-flowering-raspberry--gallon,DNQGXSO7FDGNGVKZVYAUBIUQ,Rubus odoratus (Purple Flowering Raspberry),,Gallon,,Rubodo9,"Deciduous suckering shrub with large canes.  One of the most easily identifiable rubus species due to their gorgeous palmately lobed leaves, hairy stems and pink-purple rose shaped flowers that bloom in Spring and Summer. Edible fruits mature in summer. Attracts bees, butterflies, birds and small mammals

Size: Height: 3' - 6' ; Width: 4' -8'
Light: Sun (Part-Full)
Moisture: Medium, 

-

Ryan Hodnett, CC BY-SA 4.0 , via Wikimedia Commons,    Ryan Hodnett, CC BY-SA 4.0 , via Wikimedia,   Commons, Anneli Salo, CC BY-SA 4.0 , via Wikimedia Commons",Shrub,Shrub,,,,,hidden,Physical good,,,,N,N,N,Y,22.00,,N,,N,,,,,0,,,,Y
#rubus-odoratus-purple-flowering-raspberry--true-gallon,NS3EPXDOSTUFXHUGFEBZUPKU,Rubus odoratus (Purple Flowering Raspberry),,True Gallon,,Rubodo12,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,25.00,,N,,,,,,,0,,,,Y
#rubus-odoratus-purple-flowering-raspberry--2-gallon,MSL7RGXYQCCHGE63VG6HB3FG,Rubus odoratus (Purple Flowering Raspberry),,2 Gallon,,Rubodo15,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,37.00,,N,,,,,,,0,,,,Y
#rubus-odoratus-purple-flowering-raspberry--3-gallon,AY7W45KUYX3PPFGP4FYY4FDH,Rubus odoratus (Purple Flowering Raspberry),,3 Gallon,,Rubodo18,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,50.00,,N,,,,,,,0,,,,Y
#rubus-odoratus-purple-flowering-raspberry--5-gallon,R4PFS2FCK4RHGDPKX5A2UACZ,Rubus odoratus (Purple Flowering Raspberry),,5 Gallon,,Rubodo21,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,60.00,,N,,,,,,,0,,,,Y
#rudbeckia-fulgida-orange-coneflower--4-5-pot,3PAG4X2WFLGGFWOBMCUL266D,Rudbeckia fulgida (Orange Coneflower),,"4.5"" Pot",,Rudful3,"Clump-forming coneflower with yellow, daily-like flowers in mid-summer to fall. Prefer consistent moisture until established, then drought tolerant. Deer tolerant. Dry/rocky soil tolerant.

Size: Height: 2' - 3' ; Width: 2' -2'
Light: Sun (Full)
Moisture: Dry, Medium,

-",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,N,,N,,,202,,,,Y
#rudbeckia-fulgida-orange-coneflower--gallon,M4SG5QFSL3RUAEWJ6NV6VQXL,Rudbeckia fulgida (Orange Coneflower),,Gallon,,Rudful9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,18,,,,Y
#rudbeckia-fulgida-orange-coneflower--true-gallon,YKLONHU6FV2RQOEMMJ3LVYLY,Rudbeckia fulgida (Orange Coneflower),,True Gallon,,Rudful12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
