Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Seven Bends,New Quantity Seven Bends,Stock Alert Enabled Seven Bends,Stock Alert Count Seven Bends,Tax - Sales Tax (6%)
SARXENBAYCZWMTJQCSTBBKLK,Salvia lyrata (Lyre-Leaved Sage),,Gallon,,Sallyr9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,15,,,,Y
5AJVYJRZRN5ACTYEWXN3LJXF,Salvia lyrata (Lyre-Leaved Sage),,True Gallon,,Sallyr12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
LOEV7ONZ53QXGZOHB6NWIUHY,Sambucus canadensis (Elderberry),,Gallon,,Samcan9,"Deciduous shrub prefers moist soils. Tiny, lemon-scented flowers appear in clusters 10"" across in early summer and create black elderberries in late summer that can make jams, pie fillings, and feed wildlife. Tolerates clay.

Size: Height: 5' - 12' ; Width: 5' -12'
Light: Sun (Part-Full)
Moisture: Medium, Moist, 

-For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

Philiptdotcom, CC BY-SA 4.0 , via Wikimedia Commons",Shrub,Shrub,,,,,visible,Physical good,,,,N,N,N,Y,22.00,,N,,,,,,,-1,,,,Y
G6UCLLFNQY5TN7YK745SIURK,Sambucus canadensis (Elderberry),,True Gallon,,Samcan12,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,,,,55,,,,Y
KLHEZNVO4V4PGVBEZGCAGSDW,Sambucus canadensis (Elderberry),,2 Gallon,,Samcan15,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,37.00,,N,,,,,,,6,,,,Y
JPPDD3WIY4TVS6EKWETMJQPO,Sambucus canadensis (Elderberry),,3 Gallon,,Samcan18,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,50.00,,N,,,,,,,0,,,,Y
6P25UGTIET7BOEDT5PCDQLP6,Sambucus canadensis (Elderberry),,5 Gallon,,Samcan21,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,60.00,,N,,,,,,,4,,,,Y
OIT5E5ZAJRTOKVKAIMBNHY2U,Sanguinaria canadensis (Bloodroot),,"4.5"" Pot",,Sancan3,"Bright, short-lived, white, 2"" flowers bloom in early spring. Spreads to form colonies through rhizomes. Goes dormant in mid-to-late summer. Reddish-orange sap ""bleeds"" when plant is cut.

Size: Height: 0.5' - 1' ; Width: 0.25' -0.5'
Light: Shade (Full)
Moisture: Medium,

-",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,15.00,,N,,,,,,,0,,,,Y
43ES3E346QEB2LHKTBRBJEES,Sanguinaria canadensis (Bloodroot),,Gallon,,Sancan9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,21.00,,N,,,,,,,0,,,,Y
25HBZEWT4TKEHSVN4LD4LYOU,Sanguinaria canadensis (Bloodroot),,True Gallon,,Sancan12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,23.00,,N,,,,,,,0,,,,Y
XD6UOADGHCVO2YIESV6QTG7X,Sassafras albidum (Sassafras),,Gallon,,Sasalb9,"Root suckers can make this form multiple trunks and colonies. The leaves turn yellow, purple, and red in the fall. Deer, drought, and clay tolerant.

Size: Height: 30' - 60' ; Width: 24' -40'
Light: Shade (Part-Full)
Moisture: Medium, 

-For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

By Pymouss - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=7804970
By Michal Klajban - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=94850747
Helen Lowe: https://www.flickr.com/photos/usgsbiml/25422845638            Alex Abair, CC BY 4.0 , via Wikimedia Commons",Tree,Tree,,,,,hidden,Physical good,,,,N,N,N,Y,22.00,,N,,N,,N,,,0,,,,Y
R6TQAANPJX3ILVQPVM2RTJJJ,Sassafras albidum (Sassafras),,True Gallon,,Sasalb12,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,25.00,,N,,,,N,,,-2,,,,Y
TZTVO5BSDLHOGE7VDKRIPCST,Sassafras albidum (Sassafras),,2 Gallon,,Sasalb15,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,50.00,,N,,,,N,,,0,,,,Y
UM7DF2HLE7I6NV2RM2YDBNNI,Sassafras albidum (Sassafras),,3 Gallon,,Sasalb18,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,60.00,,N,,,,N,,,0,,,,Y
B2R2BC2IER7UL2YQCN5ZDYI2,Sassafras albidum (Sassafras),,5 Gallon,,Sasalb21,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,70.00,,N,,,,N,,,0,,,,Y
ORFORXT3I3P37WT7TG6QNN4W,Saururus cernuus (Lizard's Tail),,"4.5"" Pot",,Saucer3,"Water loving perennial that gets its name for their long racemes of white flowers.  Roots and foliage smell of citris and sassafrass. Form large colonies along waterways.

Size: Height: 1' - 4' ; Width: 1' - 2'
Light: Shade (Part-Full)
Moisture: Medium, Moist, 

-

Fritzflohrreynolds, CC BY-SA 3.0 , via Wikimedia Commons,  Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,12.00,,N,,N,,N,,,0,,,,Y
2Z2VYT7VEYL5PIRV24JOFHQR,Saururus cernuus (Lizard's Tail),,Gallon,,Saucer9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,17.00,,N,,,,N,,,0,,,,Y
ZOYZEKNQ5RXASLUFIQT5GV6K,Saururus cernuus (Lizard's Tail),,True Gallon,,Saucer12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
BD5VO6ZQSN6U6PE5K2FQZGWF,Schizachyrium scoparium (Little Bluestem),,"3.5"" Pot",,Schsco2,"This small bunchgrass creates clusters of fluffy seed pods that add great interest even through the winter. Tolerates clay, dry, and rocky soils.

Size: Height: 2' - 4' ; Width: 1' -2'
Light: Sun (Full)
Moisture: Dry, Medium, 

-

Krzysztof Ziarnek, Kenraiz [CC BY-SA (https://creativecommons.org/licenses/by-sa/4.0)], Joshua Mayer from Madison, WI, USA, CC BY-SA 2.0 , via Wikimedia Commons",Grass,Grass,,,,,hidden,Physical good,,,,N,N,N,Y,8.00,,N,,N,,,,,-15,,,,Y
3C2JFC2D5BPZWUEA6HDITW3F,Schizachyrium scoparium (Little Bluestem),,"4.5"" Pot",,Schsco3,,Grass,Grass,,,,,hidden,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
45MCZAHXQC4OQ652W4UKMGGA,Schizachyrium scoparium (Little Bluestem),,Gallon,,Schsco9,,Grass,Grass,,,,,hidden,Physical good,,,,,,,,13.00,,N,,,,,,,-122,,,,Y
2ECHELWRJ3RVDU7WBOLNBTOF,Scirpus atrovirens (Dark Green Bulrush),,"3.5"" Pot",,Sciatr2,"This large rush can grow in standing water, making it excellent for the edges of ponds. Spreads rhizomously to form colonies.

Size: Height: 4' - 5' ; Width: 3' -4'
Light: Sun (Part-Full)
Moisture: Moist,

-

By - https://identify.plantnet.org/the-plant-list/species/Scirpus%20atrovirens%20Willd./data",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,,,,,,0,,,,Y
MGILDIIJOKD2VHAJEF4RWQZH,Scirpus atrovirens (Dark Green Bulrush),,"4.5"" Pot",,Sciatr3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
K2KHXS6Z6UIFUUXAQJZUIBGH,Scirpus atrovirens (Dark Green Bulrush),,Gallon,,Sciatr9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,,,,72,,,,Y
WIFJ2FCA27OIZXMCWINXUDUC,Scirpus cyperinus (Woolgrass),,"3.5"" Pot",,Scicyp2,"Thrives easily in wet, standing water, making this ideal for ponds. Can colonize an area as well. Reddish brown, wooly seed clusters emerge in late summer, remaining throughout the winter.

Size: Height: 3' - 5' ; Width: 2' -4'
Light: Sun (Part-Full)
Moisture: Standing Water,

-

Fredlyfish4, CC BY-SA 4.0 , via Wikimedia Commons
Ryan Hodnett, CC BY-SA 4.0 , via Wikimedia Commons",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,,,,,,0,,,,Y
37IDMNKCJW6QGLP3UNKIW3Q3,Scirpus cyperinus (Woolgrass),,"4.5"" Pot",,Scicyp3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
CU77DCXLCLPMRTVUJCLPJCEU,Scirpus cyperinus (Woolgrass),,Gallon,,Scicyp9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,,,,52,,,,Y
IH5FGKDGMPU3QLSSSMUSZHIV,Sedum pulchellum (Widow's Cross),,"2.5"" Pot",,Sedpul3,"Readily reseeding annual often found in rocky outcroppings.  Pink flowers with black and red dotted petals. Lime green succulent-like leaves.

Size: Height: 0.5' - 0.5' ; Width: 0.5' -1'
Light: Sun (Part-Full)
Moisture: Medium,

-

Mason Brock (Masebrock), Public domain, via Wikimedia Commons,   Thomas R. Koll, Public domain, via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,5.00,,N,,N,,,,,103,,,,Y
PELQ4WY5R4452R6VAGGOF4HE,Sedum pulchellum (Widow's Cross),,Gallon,,Sedpul9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,,,,0,,,,Y
SDAODT6NBLMATB5W6NNU52CE,Sedum pulchellum (Widow's Cross),,True Gallon,,Sedpul12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
6YHMIAXJNZXK22SKNJTLSUHG,Sedum ternatum (Woodland Stonecrop),,"4.5"" Pot",,Sedter3,"Clusters of tiny white, star-like flowers with purplish stamens appear on stems above the foliage in spring. Rabbit, deer and drought tolerant.

Size: Height: 0.25' - 0.5' ; Width: 0.5' -0.75'
Light: Shade (Part-Full)
Moisture: Medium, 

-

By Photo by David J. Stang - source: David Stang. First published at ZipcodeZoo.com, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=61182287,   Fritz Flohr Reynolds from USA, CC BY-SA 2.0 , via Wikimedia Commons",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,11.00,,N,,,,N,,,15,,,,Y
BMUKCIHEIFTZ534TLL4EHMZB,Sedum ternatum (Woodland Stonecrop),,Gallon,,Sedter9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,17.00,,N,,,,N,,,0,,,,Y
SEZ4WIIH624UX2BTHJIFGVXA,Sedum ternatum (Woodland Stonecrop),,True Gallon,,Sedter12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
OBX3I5Q53OTGDYHDK3HKMTQE,Senna hebecarpa (Wild Senna),,"4.5"" Pot",,Senheb3,"Bright, yellow flowers form in dense clusters bloom in summer to attract pollinators and butterflies. Black seed pods emerge in fall and support wildlife.

Size: Height: 4' - 6' ; Width: 3' -4'
Light: Sun (Part-Full)
Moisture: Dry, Moist, 

-

Small Dole, England [CC BY-SA (https://creativecommons.org/licenses/by-sa/2.0)], peganum from Small Dole, England, CC BY-SA 2.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,N,,,13,,,,Y
KDHV23VP5DBA52MMM2ZHYJ7W,Senna hebecarpa (Wild Senna),,Gallon,,Senheb9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,46,,,,Y
4QXWJBNFTE7FACIPPQY4ILU7,Senna hebecarpa (Wild Senna),,True Gallon,,Senheb12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
QJ47W3EAAML3TMVFIFZRKYL3,Silene caroliniana (Wild Pink),,"4.5"" Pot",,Silcar3,"This showy, mat-forming plant boasts clusters of bright pink, star-shaped flowers that bloom early spring.

Size: Height: 0.5' - 1' ; Width: 0.1' -1'
Light: Sun (Part-Full)
Moisture: Dry, Medium,

-

Fritzflohrreynolds, CC BY-SA 3.0 , via Wikimedia Commons
Amadej Trnkocsy: https://www.flickr.com/photos/atrnkoczy/12274247696",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,N,,,-6,,,,Y
73CWR6IDDY6IPOMJ27OT7MEZ,Silene caroliniana (Wild Pink),,Gallon,,Silcar9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,3,,,,Y
GPSHG4TT2C5J5SDMQ2RCKG7C,Silene caroliniana (Wild Pink),,True Gallon,,Silcar12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
YIAEYPJOMLEB3EADGUMR57SS,Silene stellata (Starry Campion),,"4.5"" Pot",,Silste3,"Clump forming perennial with wide branching panicles of frilly white flowers.  Whorled lance shaped leaves. Attracts butterflies, bumblebees and moths. 

Size: Height: 2' - 3' ; Width: 1' - 3'
Light: Sun (Part-Full)
Moisture: Medium, 

-

English:  NPS, Public domain, via Wikimedia Commons,  Alex Abair, CC BY 4.0 , via Wikimedia Commons",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,12.00,,N,,N,,N,,,58,,,,Y
XDB7YNT3NWYLAIRBSSRIU5LJ,Silene stellata (Starry Campion),,Gallon,,Silste9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,17.00,,N,,,,N,,,0,,,,Y
MT4IZWB43J7SRSQ24JLC7MKE,Silene stellata (Starry Campion),,True Gallon,,Silste12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
QMT3BTVS4SXSHA75WYBGLKQA,Silene virginica (Fire Pink),,"4.5"" Pot",,Silvir3,"This clump forming perennial grows in rocky, wooded slopes and prefer sandy or gravelly soils. Five pointed, 2"" red flowers with notched tips bloom in spring and can spread by self-seeding. Drought, clay tolerant

Size: Height: 0.5' - 2' ; Width: 0.5' -1'
Light: Sun (Part-Full)
Moisture: Dry, Medium, 

-

Smithsonian American Art Museum, CC0, via Wikimedia Commons Photo by and (c)2008 Derek Ramsey (Ram-Man). Co-attribution must be given to the Chanticleer Garden., CC BY-SA 3.0 , via Wikimedia, peganum from Small Dole, England, CC BY-SA 2.0 , via Wikimedia Commons Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,,,,169,,,,Y
3GWBOBDNFFTLA565FKFFQD2E,Silene virginica (Fire Pink),,Gallon,,Silvir9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,,,,0,,,,Y
OYDJORB5MSPVE3L4V2EVQZ5O,Silene virginica (Fire Pink),,True Gallon,,Silvir12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
LY2JP4SBJYGQXAMY5TKK6U56,Sisyrinchium angustifolium (Narrowleaf Blue-eyed Grass),,"4.5"" Pot",,Sisang3,"Blue flowers with grass-like foliage. Not actually a grass but in the iris family! Sword-shaped leaves form a fan shape similar to other plants in the iris family. Grow from rhizomes.

Size: Height: 1.5' - 2' ; Width: 0.5' -1'
Light: Sun (Part-Full)
Moisture: Dry, Moist, 

-

Agnieszka Kwiecie?, Nova, CC BY-SA 4.0 , via Wikimedia Commons, Laval University, CC BY-SA 4.0 , via Wikimedia Commons",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,12.00,,N,,N,,,,,0,,,,Y
ZRJSKZMUT4RWOIDL27FRTCEE,Sisyrinchium angustifolium (Narrowleaf Blue-eyed Grass),,Gallon,,Sisang9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,17.00,,N,,,,,,,0,,,,Y
34UQIRMKIHH4US4CHAIUNRTD,Sisyrinchium angustifolium (Narrowleaf Blue-eyed Grass),,True Gallon,,Sisang12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
RKH4DTQ2SBFFUVOHVVWUUOAC,Site Consultation (30 min),,hidden,,SitCon27,"Size:
Light:
Moisture:

-",Services,Services,,,,,hidden,Other,,,,N,,N,N,50.00,,N,,,,Y,,,98,,,,N
MR26VOHFQ4AHXY6NG7YWETAI,Smallanthus uvedalius (Bear's Foot),,"4.5"" Pot",,Smauve3,"Herbaceous perennial in the Asteraceae (daisy) family. Large lobed leaves cup the stem. Shape of the leaf gives it the name of bear's foot. Naturally found growing in woodland edges, meadows, along streams, and open woods. Native bees hibernate in stems during winter.

Size: Height: 3' - 8' ; Width: 2' -3'
Light: Sun (Part-Full)
Moisture: Medium, 

-

Brucewinter, CC BY-SA 4.0 , via Wikimedia Commons; 
 Commons; 
Melissa McMasters from Memphis, TN, United States, CC BY 2.0 , via Wikimedia Commons",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,12.00,,N,,,,,,,0,,,,Y
OPPBYJJURIID7SZU6RFTCA2N,Smallanthus uvedalius (Bear's Foot),,Gallon,,Smauve9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,17.00,,N,,,,,,,23,,,,Y
KM5QE4O3HB65ST5B3NA4GKRZ,Smallanthus uvedalius (Bear's Foot),,True Gallon,,Smauve12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
JJA3LZ3M25AWBWFCBWBNU5R6,Solidago caesia (Blue stemmed Goldenrod),,"4.5"" Pot",,Solcae3,"Perennial that grows 3 feet tall.  Bloom showy clusters of yellow flowers in summer and early fall that hug greenish-purple stems. Does not spread as rapidly or aggressively as some other goldenrods.

Size: Height: 1' - 4' ; Width: 1.5' -3'
Light: Sun (Part-Full)
Moisture: Medium, 

-

Eric Hunt, CC BY-SA 4.0 , via Wikimedia Commons, Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,N,,N,,,8,,,,Y
737P6TUH42DQHERUN2XXHCTI,Solidago caesia (Blue stemmed Goldenrod),,Gallon,,Solcae9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,13,,,,Y
LCNLOF7Z4I2PGDZF4RPEEYQN,Solidago caesia (Blue stemmed Goldenrod),,True Gallon,,Solcae12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
27OTW7WEC6HUTPZ6KJSEKV3O,Solidago canadensis (Common Solidago/Goldenrod),,"4.5"" Pot",,Solcan3,"Late summer to early fall blooms of abundant, small, bright yellow flowers. A wonderful plant for native bees and butterflies. Rhizomes can help this plant colonize an area.

Size: Height: 4' - 5' ; Width: 4' -5'
Light: Sun (Full)
Moisture: Dry, Medium, 

-

Harry Rose from South West Rocks, Australia [CC BY (https://creativecommons.org/licenses/by/2.0)], Cephas, CC BY-SA 4.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,N,,,0,,,,Y
7MIHCPJJEPV45XINHVSKJGIW,Solidago canadensis (Common Solidago/Goldenrod),,Gallon,,Solcan9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,3,,,,Y
36J5537WDNM4UUEKQTQ7OQZT,Solidago canadensis (Common Solidago/Goldenrod),,True Gallon,,Solcan12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
EMFQ6LEWC67MXPJR6A54ZAKC,Solidago flexicaulis (Zigzag Solidago),,"4.5"" Pot",,Solfle3,"Yellow flowers bloom from mid-summer to fall and are attractive to bees and butterflies. Plants may be grown by seed and can self-seed in the garden. Deer, heavy shade and clay soil tolerant.

Size: Height: 1' - 3' ; Width: 1' -3'
Light: Sun (Part-Full)
Moisture: Medium, 

-

By Krzysztof Ziarnek, Kenraiz - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=76407376, Cephas, CC BY-SA 4.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,N,,,3,,,,Y
M5EIOMKWB22775YLCT6BSLBY,Solidago flexicaulis (Zigzag Solidago),,Gallon,,Solfle9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,3,,,,Y
3C6JOJHFODDC7NEVLGD6XVZO,Solidago flexicaulis (Zigzag Solidago),,True Gallon,,Solfle12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
R722ETDGQEEWKEOXS2GPBDAZ,Solidago juncea (Early Goldenrod),,"4.5"" Pot",,Soljun3,"Tiny bright yellow flowers, provides good color and contrast for late summer and early fall. A wonderful plant for native bees and butterflies. Tolerates clay soil, drought, and deer.

Size: Height: 2' - 4' ; Width: 2' -3'
Light: Sun (Full)
Moisture: Dry, Medium,

-",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,,,,8,,,,Y
ZNGHZTLSCLKFZIX2VC5F4YKT,Solidago juncea (Early Goldenrod),,Gallon,,Soljun9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,,,,61,,,,Y
P7HQ5JIVDP7GCJTGOJIX46T3,Solidago juncea (Early Goldenrod),,True Gallon,,Soljun12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
27PXICO35DPB7SVB5DRO6V53,Solidago odora (Sweet Goldenrod),,"4.5"" Pot",,Solodo3,"Arching stems of yellow flowers sprout from basal clumps in late summer and early fall. Does not spread as aggressively as some other goldenrod species.   Drought resistant and clay tolerant.

Size: Height: 1' - 2' ; Width: 1' -2'
Light: Sun (Part-Full)
Moisture: Medium, 

-

Dick Culbert from Gibsons, B.C., Canada, CC BY 2.0 , via Wikimedia Commons, Eric Hunt, CC BY-SA 4.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,N,,,-2,,,,Y
RABBWDLVT4FLFBX4RIJUK3BP,Solidago odora (Sweet Goldenrod),,Gallon,,Solodo9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,0,,,,Y
FKRCIVRE6QPGFFRWF3FAHISH,Solidago odora (Sweet Goldenrod),,True Gallon,,Solodo12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
IYUW7DF7QQ7XHGDM5KKK6IBF,Solidago rugosa (Wrinkle-leaved Solidago),,"4.5"" Pot",,Solrug3,"Rhizomatous plant may also self seed. Long spears of showy yellow flowers bloom in lat summer to fall, attracting bees and butterflies. Tolerates deer and clay soil.

Size: Height: 3' - 5' ; Width: 1' -3'
Light: Sun (Full)
Moisture: Medium, 

-

By Dominicus Johannes Bergsma - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=36222252, Rob Routledge, Sault College, Bugwood.org, CC BY 3.0 , via Wikimedia Commons",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,12.00,,N,,,,,,,0,,,,Y
3N2ZSXAE5ADO5R43HRDBPZ3C,Solidago rugosa (Wrinkle-leaved Solidago),,Gallon,,Solrug9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,17.00,,N,,,,,,,0,,,,Y
3KKNZ6SVZB67DUM7F7D72AU3,Solidago rugosa (Wrinkle-leaved Solidago),,True Gallon,,Solrug12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
JDOZGXKDXORJFKOOM4ZIXRZ5,Solidago speciosa (Showy Goldenrod),,"4.5"" Pot",,Solspe3,"One of the most showy native goldenrods as their common name suggests. Tall upright stems host foot-long rods of golden yellow flowers in the early fall. Tolerates drought and clay soil.

Size: Height: 2' - 7' ; Width: 2' -3'
Light: Sun (Full)
Moisture: Medium, 

-

Dseiver, CC BY-SA 4.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,N,,,,,24,,,,Y
WO6RYZG4BJ6ULZHNZYLMXOOP,Solidago speciosa (Showy Goldenrod),,Gallon,,Solspe9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,,,,76,,,,Y
527JQH2U5XAUFMSGILUQHJBZ,Solidago speciosa (Showy Goldenrod),,True Gallon,,Solspe12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
GKQWOVUCV54LQ6VL7USMXN2A,Sorghastrum nutans (Indian Grass),,"3.5"" Pot",,Sornut2,"Tall warm season bunchgrass that blooms yellow in late summer.  Foliage turns a beautiful yellow-orange in fall. Provides food and cover year round for wildlife especially birds and mammals. Tolerant to a wide variety of soil types.

Size: Height: 5' - 7' ; Width: 1' - 2'
Light: Sun (Part-Full)
Moisture: Dry, Medium, 

-

USFWS Mountain Prairie, Public domain, via Wikimedia Commons, Joshua Mayer from Madison, WI, USA, CC BY-SA 2.0 , via Wikimedia Commons",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,,,,,,97,,,,Y
LHDJBW3XG2PIDLGUYYNW3ZSK,Sorghastrum nutans (Indian Grass),,"4.5"" Pot",,Sornut3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
Y5J2FSFOR3MZW6JZR26ZXD5G,Sorghastrum nutans (Indian Grass),,Gallon,,Sornut9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,,,,0,,,,Y
RHJHVLQ75SUUBZX7I5LAWJI7,Spiraea latifolia (Meadowsweet),,Gallon,,Spilat9,"Whitish pink blooms in summer. Showy flowers attract butterflies and fruits attract birds in fall. Needs moist soils.

Size: Height: 3' - 6' ; Width: 2' -4'
Light: Sun (Part-Full)
Moisture: Medium, Standing Water,

-",Shrub,Shrub,,,,,visible,Physical good,,,,N,N,N,Y,22.00,,N,,,,,,,0,,,,Y
J3IETB6AF4GBONC6KC4SMH6N,Spiraea latifolia (Meadowsweet),,True Gallon,,Spilat12,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,,,,138,,,,Y
I2Y7VKTKKYYLFUWJMSTQRIKF,Spiraea latifolia (Meadowsweet),,2 Gallon,,Spilat15,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,37.00,,N,,,,,,,0,,,,Y
4XZTEIYK6TOOCNIEPZV3ZZMP,Spiraea latifolia (Meadowsweet),,3 Gallon,,Spilat18,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,50.00,,N,,,,,,,0,,,,Y
QLAMVYSD5XFC6OYBMON3TVEK,Spiraea latifolia (Meadowsweet),,5 Gallon,,Spilat21,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,60.00,,N,,,,,,,0,,,,Y
