Square.Category,Category,Scientific Name,Common Name,Item.Type,Species ID,Item.Name,Light,Moisture,SoilType,Height_low,Height_high,Width_low,Width_high,Size_Concat,Bloom_time,Bloom_color,Sex,Deer_Resistant,Drainfield_OK,NativeRange,Local_Ecotype,GermCode,DescriptionBase,Photo Credits,Shade Program
Flower,Flower,Symphyotrichum novae-angliae,New England Aster,Physical good,Symnov,Symphyotrichum novae-angliae (New England Aster),Sun (Full),"Dry, Medium, ",Clay,3,7,2,3,Height: 3' - 7' ; Width: 2' -3',"Summer, Fall",Purple,,,,"Valley & Ridge, Nova, Piedmont",,C(60),"Late-blooming, showy aster that hosts a variety of butterflies, and provides a much needed food source during fall migration. ","Jennifer Anderson. United States, IA, Scott Co., Davenport, Nahant Marsh. 2002. [Public domain]
The original uploader was Hugowolf at English Wikipedia. [CC BY-SA (http://creativecommons.org/licenses/by-sa/3.0/)]",
Flower,Flower,Symphyotrichum oblongifolium,Aromatic Aster,Physical good,Symobl,Symphyotrichum oblongifolium (Aromatic Aster),Sun (Full),"Dry, Medium, ",Sandy,1,3,1,3,Height: 1' - 3' ; Width: 1' -3',"Summer, Fall",Purple,,,,,,A,"Purple aster-flowers with yellow disks emerge in late summer, attracting birds and butterflies.. Tolerates sandy soils, poor soils, and drought.","By PD-USGov-Interior-FWS - This image originates from the National Digital Library of the United States Fish and Wildlife Serviceat this pageThis tag does not indicate the copyright status of the attached work. A normal copyright tag is still required. See Commons:Licensing.See Category:Images from the United States Fish and Wildlife Service.Transferred from en.wikipedia to Commons.(Original text: http://www.fws.gov/digitalmedia/FullRes/natdiglib/IMG0016.jpg), Public Domain, https://commons.wikimedia.org/w/index.php?curid=11516854, ShenandoahNPS, Public domain, via Wikimedia Commons",
Flower,Flower,Symphyotrichum pilosum,Frost Aster,Physical good,Sympil,Symphyotrichum pilosum (Frost Aster),Sun (Part-Full),"Dry, Medium, ",,2,4,2,4,Height: 2' - 4' ; Width: 2' -4',"Summer, Fall",White,,,,,,C(60),"Noted for its extremely hairy stem and leaves. Flowers bloom in August to October. Best growth occurs in moist, semi-shaded woodland areas. Can tolerate periodic flooding. Can spread aggressively by self-spreading.","By Joshua Mayer from Madison, WI, USA - Frost Aster (Symphyotrichum pilosum), CC BY-SA 2.0, https://commons.wikimedia.org/w/index.php?curid=97321598, Craig Martin, CC0, via Wikimedia Commons",
Flower,Flower,Thalictrum dioicum,Early Meadow Rue,Physical good,Thadio,Thalictrum dioicum (Early Meadow Rue),Sun (Part-Full),"Medium, ",Rich loam,1,2,1,2,Height: 1' - 2' ; Width: 1' -2',Spring,Purple,,,,,,,"Native perennial wildflower in the Buttercup family.  Lacy gray-green compound leaves.  Blooms tiny, drooping, greenish to white petal-less flowers in late spring (April-May). ","Cbaile19, CC0, via Wikimedia Commons,  Cbaile19, CC0, via Wikimedia Commons,  Ryan Hodnett, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Tiarella cordifolia,Creeping Foam Flower,Physical good,Tiacor,Tiarella cordifolia (Creeping Foam Flower),Shade (Full),"Moist, ",,0.5,1,2,2,Height: 0.5' - 1' ; Width: 2' -2',Spring,White,,,,,,,Perennial with glossy heart shaped leaves forms into dense clumps. Showy white flower clusters rise above the leaves in April and May and have a feathery appearance. Good woodland groundcover.,"CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=127319 CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=127267, Wasrts, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons
By Photo by David J. Stang - source: David Stang. First published at ZipcodeZoo.com, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=61189176",
Flower,Flower,Tradescantia ohiensis,Ohio Spiderwort,Physical good,Traohi,Tradescantia ohiensis (Ohio Spiderwort),Sun (Part-Full),"Dry, Medium, ","Clay, Sand",2,3,1,2,Height: 2' - 3' ; Width: 1' - 2',Fall,Blue,,,,,,"C(120),M,G",Clump forming perennial in the spiderwort family that blooms vibrant purple flowers with three petals in mid to late summer.  Slender blue-green leaves resemble grass blades.  Long bloom period.,"Cephas, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons, KENPEI, CC BY-SA 3.0 <http://creativecommons.org/licenses/by-sa/3.0/>, via Wikimedia Commons",
Flower,Flower,Tradescantia virginiana,Virginia Spiderwort,Physical good,Travir,Tradescantia virginiana (Virginia Spiderwort),Shade (Part-Full),"Medium, ",Clay,1.5,3,1,1.5,Height: 1.5' - 3' ; Width: 1' -1.5',"Spring, Summer",Blue,,,,,,"C(120),M,G","Violet-blue to purple, three-petaled flowers bloom in succession from May into early July. Tolerates clay and wet soil.","By Fritzflohrreynolds - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=31468517, Concord, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Triadenum virginicum,Virginia Marsh St. John's Wort,Physical good,Trivir,Triadenum virginicum (Virginia Marsh St. John's Wort),Shade (Part-Full),"Moist, Standing Water,",,1,2,0.5,1,Height: 1' - 2' ; Width: 0.5' -1',Summer,Pink,,,,,,,"Small (1/2"") pink to red, five-pointed flowers bloom in the summer in bogs, wet meadows, and swamps.","Ken-ichi Ueda [CC BY (https://creativecommons.org/licenses/by/4.0)]
Fritz Flohr Reynolds [CC BY-SA (https://creativecommons.org/licenses/by-sa/2.0)]",
Flower,Flower,Trillium grandiflorum,White Trillium,Physical good,Trigra,Trillium grandiflorum (White Trillium),Shade (Part-Full),"Medium, ",,1,3,1,1,Height: 1' - 3' ; Width: 1' -1',"Spring, Summer",White,,,,,,"F,L",Largest and showiest flower of all  trilliums! Flowers are 2 to 4 inches across and held above large glossy green bracts. Spreads slowly by rhizomes.,"Cbaile19, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Triodanis perfoliata,Venus' Looking Glass,Physical good,Triper,Triodanis perfoliata (Venus' Looking Glass),Shade (Part-Full),"Dry, Medium, ",Sandy,1,2,1,1,Height: 1' - 2' ; Width: 1' -1',"Spring, Summer",Purple,,,,,,,"Small, unbranched plant with a light green, grooved stem. Blue or violet flowers emerge in the spring, supporting the Plasterer bee.","?? ?, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0>, via Wikimedia Commons; 
Melissa McMasters from Memphis, TN, United States, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons",
Flower,Flower,Uvularia grandiflora,Bellwort,Physical good,Uvugra,Uvularia grandiflora (Bellwort),Shade (Full),"Moist, ",,1,2,1,1.5,Height: 1' - 2' ; Width: 1' -1.5',Spring,Yellow,,,,,,"L,E","Yellow flowers have long, twisted petals and bright green leaves. Plant is droopy in appearance. Excellent shade and border plant. Drought tolerant.","Hardyplants at English Wikipedia [Public domain], Agnieszka Kwiecień, Nova, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Verbena hastata,Blue Vervain,Physical good,Verhas,Verbena hastata (Blue Vervain),Sun (Part-Full),"Moist, Standing Water,",Clay,2,6,1,3,Height: 2' - 6' ; Width: 1' -3',Summer,Blue,,,,VA most or all,,"C(30),D","Delicate, blue-violet flowers sit atop stalks in mid summer, and can self-seed. They love prairies and rain gardens.","Joshua Mayer from Madison, WI, USA, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons,  Fritzflohrreynolds, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
Flower,Flower,Verbena urticifolia,White Vervain,Physical good,Verurt,Verbena urticifolia (White Vervain),Shade (Part-Full),"Dry, Medium, ",,3,5,1,1,Height: 3' - 5' ; Width: 1' -1',"Summer, Fall",White,,,,,can find,"C(60),D","Summer blooms of small, charming 1/8"" white flowers on slender spikes are a nectar source for pollinators and insects. Seeds feed songbirds.","Ryan Hodnett, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Vernonia gigantea,Giant Ironweed,Physical good,Vergig,Vernonia gigantea (Giant Ironweed),Sun (Part-Full),"Medium, Moist, ",,5,8,3,6,Height: 5' - 8' ; Width: 3' -6',"Summer, Fall",Purple,,,,Nova,,C(60),Upright flowering perennial with rose-purple composite flowers disks bloom from summer through fall. Durable plant. Does well in wet soil. Deer resistant.,"Greg Hume [CC BY-SA (https://creativecommons.org/licenses/by-sa/4.0)], Cbaile19, CC0, via Wikimedia Commons",
Flower,Flower,Vernonia noveboracensis,New York Ironweed,Physical good,Vernov,Vernonia noveboracensis (New York Ironweed),Sun (Full),"Medium, Moist, ",Sandy,5,8,3,4,Height: 5' - 8' ; Width: 3' -4',Summer,Purple,,,,VA most or all,can find,C(60),Striking purple flowers add color to damp roadsides and ponds from late summer to fall.,"Doug McGrady from Warwick, RI, USA, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons",
Flower,Flower,Veronicastrum virginicum,Black Root,Physical good,Vervir,Veronicastrum virginicum (Black Root),Sun (Full),"Dry, Medium, ","Clay, Loam, Sandy",4,7,2,4,Height: 4' - 7' ; Width: 2' -4',Summer,White,,,,,,"A,D",Tall herbaceous perennial with whorled lance shaped leaves and white to pale blue flowering racemes that bloom from late spring to summer.,"Acabashi, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,  H. Zell, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
Flower,Flower,Viola pedata,Bird's Foot Violet,Physical good,Vioped,Viola pedata (Bird's Foot Violet),Sun (Part-Full),"Dry, Medium, ","Sand, Rocky",0.5,1,0.5,1,Height: 0.5' - 1' ; Width: 0.5' - 1',"Spring, Summer",Purple,,,,,,"C(60),D,M","Small perennial Viola that spreads through seeds.   Unique bird-foot shaped foliage.  Often considered one of the most beautiful species of Violas.  Attracts bees, butterflies, mammals and songbirds. ","Eric in SF, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons,  Joshua Mayer from Madison, WI, USA, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",
Flower,Flower,Viola sororia,Common Blue Violet,Physical good,Viosor,Viola sororia (Common Blue Violet),Sun (Part-Full),"Medium, ",Clay,0.5,1,0.5,1,Height: 0.5' - 1' ; Width: 0.5' -1',"Spring, Summer",Purple,,,,,,"C(60),M,D","Herbaceous perennial that spreads through rhizomes and self seeding.  Prefers partial sun but will grow in most light conditions.  Produces showy blue, pink, purple and white flowers in early spring. Attracts bees and butterflies. ","Cbaile19, CC0, via Wikimedia Commons,   Famartin, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,   Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Yucca filamentosa,Adam's Needle,Physical good,Yucfil,Yucca filamentosa (Adam's Needle),Sun (Full),"Dry, Medium, ",Sandy,4,8,2,3,Height: 4' - 8' ; Width: 2' -3',,,,,,,y,,"Flowering stalk rises from center in late spring. White, showy, bell shaped flowers. Attracts hummingbirds, moths, small mammals, and songbirds. Only pollinated by Yucca Moths. Tolerant of poor, sandy soils, heat and drought. Will form a small colony over time from basal offsets.","Maja Dumat, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons",
Flower,Flower,Zizia aptera,Heart-leaf Golden Alexanders,Physical good,Zizapt,Zizia aptera (Heart-leaf Golden Alexanders),Shade (Part-Full),"Dry, Medium, ",,1,3,1,2,Height: 1' - 3' ; Width: 1' -2',Spring,Yellow,,,,,,"C(60),G,M","Small clusters of bright yellow flowers bloom in late spring, growing in colonies in open woodland and prairies. Perfect for cut flowers!","Sara Kothari, CC BY-SA 4.0 , via Wikimedia Commons By H. Zell - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=11503817",
Flower,Flower,Zizia aurea,Golden Alexanders,Physical good,Zizaur,Zizia aurea (Golden Alexanders),Shade (Part-Full),"Dry, Medium, ",,1,3,1,2,Height: 1' - 3' ; Width: 1' -2',"Spring, Summer",Yellow,,,,,,"C(60),G,M","Flat-topped clusters of compound yellow flowers bloom in late spring. Attracts butterflies, as the larvae of the swallowtail feed on it.","Photo by David J. Stang [CC BY-SA (https://creativecommons.org/licenses/by-sa/4.0)], H. Zell, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
Gift Card,Gift Card,Blank,Gift Certificate,Physical good,GifCer,Gift Certificate,,,,,,,,Height: ' - ' ; Width: ' -',,,,,,,,,,,
Grass,Grass,Andropogon gerardii,Big Bluestem,Physical good,Andger,Andropogon gerardii (Big Bluestem),Sun (Full),"Dry, Medium, ",,5,8,2,3,Height: 5' - 8' ; Width: 2' -3',Summer,,,,,VA most or all,,A,Tall prairie grass with leaves and stems that change color with the seasons. Grows well in any soil. Deer and drought resistant.,"Matt Lavin from Bozeman, Montana, USA, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",
Grass,Grass,Andropogon virginicus,Broom Sedge,Physical good,Andvir,Andropogon virginicus (Broom Sedge),Sun (Full),"Dry, Medium, ",,2,3,2,3,Height: 2' - 3' ; Width: 2' -3',Summer,,,,,,,C(30),"A clump forming grass that turns a golden orange in the fall and winter, creating spectacular views. Does well in poor soils and tolerates salt well.","By Forest & Kim Starr, CC BY 3.0, https://commons.wikimedia.org/w/index.php?curid=6163753",
Grass,Grass,Bouteloua curtipendula,Sideoats Grama,Physical good,Boucur,Bouteloua curtipendula (Sideoats Grama),Sun (Full),"Dry, Medium, ",Clay,3,4,1,2,Height: 3' - 4' ; Width: 1' -2',Summer,,,,,,,A,"Distinctive oat-like seed spikes hang to the side of its flowering stems, with blueish-grey leaves. Grass turns gorgeous golds and oranges as it goes dormant each winter, creating lovely structure in your garden. Drought tolerant.","Tom Koerner/USFWS
Public Domain, https://commons.wikimedia.org/w/index.php?curid=444116",
Grass,Grass,Bromus latiglumis,Ear-leaved Brome,Physical good,Brolat,Bromus latiglumis (Ear-leaved Brome),Shade (Part-Full),"Dry, Medium, ",Clay,3,4,1,2,Height: 3' - 4' ; Width: 1' - 2',Summer,Green,,,,,,C(30),Vibrant green cool season grass.  Clump forming- terrific habitat for birds and mammals.,"Reuven Martin, CC0, via Wikimedia Commons",
Grass,Grass,Calamagrostis canadensis,Bluejoint Reedgrass,Physical good,Calcan,Calamagrostis canadensis (Bluejoint Reedgrass),Shade (Part-Full),"Moist, ",,2,5,2,3,Height: 2' - 5' ; Width: 2' -3',,,,,,,,,"Thriving in wet areas, this bunchgrass is also drought tolerant. Grows rapidly to fill a desired space.","Superior National Forest, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons",
Grass,Grass,Carex amphibola,Creek Sedge,Physical good,Caramp,Carex amphibola (Creek Sedge),Shade (Full),"Moist, Standing Water,",,1.5,1.5,1.5,1.5,Height: 1.5' - 1.5' ; Width: 1.5' -1.5',,,,,,VA most or all,,,"Vigorous clump forming sedge with narrow, arching leaves. Good for shade and rain gardens. Deer and pest resistant. Attracts skipper butterflies.",Photo by Doug McGreedy,
Grass,Grass,Carex appalachica,Appalachian Sedge,Physical good,Carapp,Carex appalachica (Appalachian Sedge),Shade (Part-Full),"Dry, Medium, ",,0.5,0.5,1.5,1.5,Height: 0.5' - 0.5' ; Width: 1.5' -1.5',May June,,,,,"Valley & Ridge, Blue Ridge",,,Weeping sedge with hair like foliage grows in attractive mounded tufts. Can be used as ground cover or replacement for grass. Adaptable to difficult dry areas. Deer tolerant.,,
Grass,Grass,Carex blanda,Eastern Woodland Sedge,Physical good,Carbla,Carex blanda (Eastern Woodland Sedge),Shade (Part-Full),"Medium, ",,1,2,2,2,Height: 1' - 2' ; Width: 2' -2',"Spring, Summer",,,,,,,C(60),This evergreen sedge displays small flower-spikes in late spring. Drought tolerant. Evergreen,"Alison Northup, CC BY 4.0 <https://creativecommons.org/licenses/by/4.0>, via Wikimedia Commons",
Grass,Grass,Carex eburnea,Bristle-Leaved Sedge,Physical good,Carebu,Carex eburnea (Bristle-Leaved Sedge),Shade (Full),"Medium, ",Sandy,0.5,1,0.5,1,Height: 0.5' - 1' ; Width: 0.5' -1',"Spring, Summer",,,,,Valley & Ridge,,"C(60),M",Soft thread-like leaves form spherical porcupine-like clumps. Will thrive with consistent moisture but can adapt to sandy or rocky soils.,"By Krzysztof Ziarnek, Kenraiz - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=76394287
By Reuven Martin - https://www.inaturalist.org/observations/25533727, CC0, https://commons.wikimedia.org/w/index.php?curid=87489679",
Grass,Grass,Carex flaccosperma,Blue Wood Sedge,Physical good,Carfla,Carex flaccosperma (Blue Wood Sedge),Shade (Part-Full),"Medium, Moist, ",,1,1,1,1,Height: 1' - 1' ; Width: 1' -1',,,,,,VA most or all,,,Evergreen sedge with arching blue-green leaves forms slowing spreading clumps. Grows best in evenly moist woodland areas with bright shade but will take some sun.,"By Choess - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=21911967, DouglasGoldman, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Grass,Grass,Carex pensylvanica,Pennsylvania Sedge,Physical good,Carpen,Carex pensylvanica (Pennsylvania Sedge),Shade (Part-Full),"Dry, Medium, ",,0.1,1,0.5,1,Height: 0.1' - 1' ; Width: 0.5' -1',"Spring, Summer",,,,,VA most or all,,C(60),"This soft, graceful ground cover is semi-evergreen in milder climates. It can be used as a lawn alternative but does not tolerate foot traffic.","By Krzysztof Ziarnek, Kenraiz - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=52326399 By Photo by David J. Stang - source: David Stang. First published at ZipcodeZoo.com, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=61092351",
Grass,Grass,Carex plantaginea,Broad leafed Sedge,Physical good,Carpla,Carex plantaginea (Broad leafed Sedge),Shade (Part-Full),"Moist, ",,0.5,3,0.5,1,Height: 0.5' - 3' ; 0.5' - 1',Spring,Purple,,,,,,,Herbaceous perennial sedge with broad plantain-like leaves and brown to purple blooms. ,,
Grass,Grass,Carex radiata,Eastern Star Sedge,Physical good,Carrad,Carex radiata (Eastern Star Sedge),Shade (Full),"Moist, Standing Water,",,0.5,2.5,2,2,Height: 0.5' - 2.5' ; Width: 2' -2',Summer,,,,,VA most or all,,C(60),Evergreen clump growing sedge. Grass-like medium blades. Tolerates wet soil.,"By Daderot - Own work, CC0, https://commons.wikimedia.org/w/index.php?curid=28311200",
Grass,Grass,Carex vulpinoidea,Fox Sedge,Physical good,Carvul,Carex vulpinoidea (Fox Sedge),Shade (Part-Full),"Standing Water,",,1,3,1,2,Height: 1' - 3' ; Width: 1' -2',Summer,,,,,VA most or all,,"C(60),D","Narrow grass-like leaves grow in clumps in wet soils. Seedheads spread out from the center of the clump, resembling a fox tail. Can spread quickly. Deer tolerant.",Jay Sturner from USA [CC BY (https://creativecommons.org/licenses/by/2.0)],
Grass,Grass,Chasmanthium latifolium,River Oats,Physical good,Chalat,Chasmanthium latifolium (River Oats),Shade (Part-Full),"Dry, Moist, ",,2,5,1,2.5,Height: 2' - 5' ; Width: 1' -2.5',Summer,,,,,,"have, but not planted",C(60),"Shade tolerant, aggressive spreading grass. Characterized by striking flat, drooping seed heads that flutter in the breeze and turn bronze late summer. ","Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Grass,Grass,Danthonia spicata,Poverty Oat Grass,Physical good,Danspi,Danthonia spicata (Poverty Oat Grass),Sun (Part-Full),"Dry, Medium, ",Sandy,1,2,0.5,1,Height: 1' - 2' ; Width: 0.5' -1',"Spring, Summer",,,,,,,A,"Short bunchgrass perennial with rosettes of curly leaves.  Flowering stems can be up to two feet high but base of rosett stay close to the ground.  Can grow in dry, rocky and sandy soils. ","Rob Routledge, Sault College, Bugwood.org, CC BY 3.0 US <https://creativecommons.org/licenses/by/3.0/us/deed.en>, via Wikimedia Commons,  Rob Routledge, Sault College, Bugwood.org, CC BY 3.0 US <https://creativecommons.org/licenses/by/3.0/us/deed.en>, via Wikimedia Commons,",
Grass,Grass,Elymus hystrix,Bottlebrush Grass,Physical good,Elyhys,Elymus hystrix (Bottlebrush Grass),Shade (Full),"Medium, Moist, ",Clay,2,3,1,1,Height: 2' - 3' ; Width: 1' -1',Summer,,,,,,y,A,"Loose upright tufts of narrow-bladed grass. Greenish flower heads, resembling bottle brushes, rise in the summer. Can tolerate drought and clay tolerant.","wackybadger, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",
Grass,Grass,Elymus virginicus,Wild Rye,Physical good,Elyvir,Elymus virginicus (Wild Rye),Sun (Part-Full),"Medium, ",Clay,2,5,1,2,Height: 2' - 5' ; Width: 1' -2',Summer,,,,,,,A,"A shorter bunchgrass that tolerates drought, deer, and erosion. Does will in a wide variety of soils too!","Matt Lavin from Bozeman, Montana, USA, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",
Grass,Grass,Eragrostis spectabilis,Purple Lovegrass,Physical good,Eraspe,Eragrostis spectabilis (Purple Lovegrass),Sun (Full),"Dry, Medium, ",,1,2,0.5,1,Height: 1' - 2' ; Width: 0.5' -1',Summer,,,,,,,"A,D","Hardy, native perennial with seed heads that turn purple mid-summer, giving color to the landscape.","Photo by David J. Stang, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Grass,Grass,Muhlenbergia capillaris,Pink Muhlygrass,Physical good,Muhcap,Muhlenbergia capillaris (Pink Muhlygrass),Sun (Part-Full),"Dry, Medium, ",Clay,2,4,2,3,Height: 2' - 4' ; Width: 2' -3',,,,,,,,,"Best in full sun, this clump-grass is known for its beautiful, pink foliage that blooms in foot-long spires in fall. Drought tolerant.","Heather Paul: https://www.flickr.com/photos/warriorwoman531/8154947318, Photo by David J. Stang, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons
John Winder: https://www.flickr.com/photos/83833206@N00/8247811269",
Grass,Grass,Panicum virgatum,Switchgrass,Physical good,Panvir,Panicum virgatum (Switchgrass),Sun (Part-Full),"Moist, ",Clay,3,6,2,3,Height: 3' - 6' ; Width: 2' -3',Summer,,,,,,,A,Clump grass topped with pink-tinged flower panicles that rise over the grass and are a source of food for birds in the winter. Drought and flood tolerant.,"Photo by David J. Stang [CC BY-SA (https://creativecommons.org/licenses/by-sa/4.0)]\, Photo by David J. Stang, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Grass,Grass,Schizachyrium scoparium,Little Bluestem,Physical good,Schsco,Schizachyrium scoparium (Little Bluestem),Sun (Full),"Dry, Medium, ",Clay,2,4,1,2,Height: 2' - 4' ; Width: 1' -2',"Summer, Fall",,,,,VA most or all,can find,A,"This small bunchgrass creates clusters of fluffy seed pods that add great interest even through the winter. Tolerates clay, dry, and rocky soils.","Krzysztof Ziarnek, Kenraiz [CC BY-SA (https://creativecommons.org/licenses/by-sa/4.0)], Joshua Mayer from Madison, WI, USA, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",
Grass,Grass,Scirpus atrovirens,Dark Green Bulrush,Physical good,Sciatr,Scirpus atrovirens (Dark Green Bulrush),Sun (Part-Full),"Moist, ",,4,5,3,4,Height: 4' - 5' ; Width: 3' -4',Summer,,,,,,,"C(60),M","This large rush can grow in standing water, making it excellent for the edges of ponds. Spreads rhizomously to form colonies.",By - https://identify.plantnet.org/the-plant-list/species/Scirpus%20atrovirens%20Willd./data,
Grass,Grass,Scirpus cyperinus,Woolgrass,Physical good,Scicyp,Scirpus cyperinus (Woolgrass),Sun (Part-Full),"Standing Water,",,3,5,2,4,Height: 3' - 5' ; Width: 2' -4',"Summer, Fall",,,,,,,"C(60),M,D","Thrives easily in wet, standing water, making this ideal for ponds. Can colonize an area as well. Reddish brown, wooly seed clusters emerge in late summer, remaining throughout the winter.","Fredlyfish4, CC BY-SA 4.0 , via Wikimedia Commons
Ryan Hodnett, CC BY-SA 4.0 , via Wikimedia Commons",
Grass,Grass,Sorghastrum nutans,Indian Grass,Physical good,Sornut,Sorghastrum nutans (Indian Grass),Sun (Part-Full),"Dry, Medium, ","Clay, Sand",5,7,1,2,Height: 5' - 7' ; Width: 1' - 2',Summer,Yellow,,,,,,A,Tall warm season bunchgrass that blooms yellow in late summer.  Foliage turns a beautiful yellow-orange in fall. Provides food and cover year round for wildlife especially birds and mammals. Tolerant to a wide variety of soil types.,"USFWS Mountain Prairie, Public domain, via Wikimedia Commons, Joshua Mayer from Madison, WI, USA, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",
Grass,Grass,Sporobolus heterolepis,Prairie Dropseed,Physical good,Spohet,Sporobolus heterolepis (Prairie Dropseed),Sun (Full),"Dry, Medium, ",Clay,2,3,2,3,Height: 2' - 3' ; Width: 2' -3',"Summer, Fall",,,,,,,A,"This slow-growing, clump forming grass gains orange hues in the fall and retains much of its shape and appearance in through the winter. Flowers have a unique scent. Drought and clay tolerant.","By Photo by David J. Stang - source: David Stang. First published at ZipcodeZoo.com, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=61094570",
Grass,Grass,Tridens flavus,Purpletop,Physical good,Trifla,Tridens flavus (Purpletop),Sun (Full),"Dry, Medium, ",Clay,4,5,1,2,Height: 4' - 5' ; Width: 1' -2',"Summer, Fall",,,,,,,C(60),"Purplelish spikelets on stalks that, then planted in groups, creates a beautiful purple-topped field. Grass is home to many native insect species and seed feeds birds. Drought tolerant.",Mary Keim https://www.flickr.com/photos/38514062@N03/8041397283/,
Services,Services,Blank,Delivery Fee (Local),Other,DfLoca,Delivery Fee (Local),,,,,,,,,,,,,,,,,,,
Services,Services,Blank,Delivery Fee (NOVA Area),Other,DfNova,Delivery Fee (NOVA Area),,,,,,,,,,,,,,,,,,,
Services,Services,Blank,Deposit for Landscape Design,Other,DepLan,Deposit for Landscape Design,,,,,,,,,,,,,,,,,,,
Services,Services,Blank,Landscape Consultation,Other,LanCon,Landscape Consultation,,,,,,,,,,,,,,,,,,,
Services,Services,Blank,Landscape Design (30 min),Other,LanDes,Landscape Design (30 min),,,,,,,,,,,,,,,,,,,
Services,Services,Blank,Meadow Installation Labor,Other,MeaIns,Meadow Installation Labor,,,,,,,,,,,,,,,,,,,
Services,Services,Blank,Mileage Fee,Other,MilFee,Mileage Fee,,,,,,,,,,,,,,,,,,,
Services,Services,Blank,Site Consultation (30 min),Other,SitCon,Site Consultation (30 min),,,,,,,,,,,,,,,,,,,
Shrub,Shrub,Amorpha fruticosa,False Indigo Bush or River Locust,Physical good,Amofru,Amorpha fruticosa (False Indigo Bush or River Locust),Sun (Full),"Dry, Moist, ",,4,12,6,15,Height: 4' - 12' ; Width: 6' -15',Summer,Purple,,,,"Nova, Piedmont",,"C(10),I","Tubular, scented flowers bloom in May-June in spiked clusters, followed by small seed pods in July and August. Good for moist areas or poor soils. Attracts Butterflies.","Dalgial, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
